"동별(1)","동별(2)",항목,2025 3/4,2025 3/4,2025 3/4,2025 3/4,2025 3/4,2025 4/4,2025 4/4,2025 4/4,2025 4/4,2025 4/4
"양천구","신월6동",등록외국인,1,1,-,-,-,1,1,-,-,-
"양천구","신월7동",계,1734,1322,876,629,338,1735,1349,905,617,346
"양천구","신월7동",한국인,1729,1321,873,629,338,1730,1348,902,617,346
"양천구","신월7동",등록외국인,5,1,3,-,-,5,1,3,-,-
"양천구","신정1동",계,1120,863,582,334,194,1120,894,594,319,200
"양천구","신정1동",한국인,1114,859,582,334,194,1114,890,594,319,200
"양천구","신정1동",등록외국인,6,4,-,-,-,6,4,-,-,-
"양천구","신정2동",계,1151,812,541,368,177,1181,820,564,363,182
"양천구","신정2동",한국인,1148,812,541,368,177,1177,820,564,363,182
"양천구","신정2동",등록외국인,3,-,-,-,-,4,-,-,-,-
"양천구","신정3동",계,3433,2380,1706,1084,544,3469,2416,1731,1082,544
"양천구","신정3동",한국인,3415,2375,1703,1084,542,3451,2410,1728,1082,542
"양천구","신정3동",등록외국인,18,5,3,-,2,18,6,3,-,2
"양천구","신정4동",계,2450,1890,1362,878,399,2473,1917,1388,864,411
"양천구","신정4동",한국인,2417,1872,1358,878,399,2441,1901,1384,864,411
"양천구","신정4동",등록외국인,33,18,4,-,-,32,16,4,-,-
"양천구","신정6동",계,1370,1022,569,292,196,1384,1039,584,288,192
"양천구","신정6동",한국인,1369,1022,568,292,196,1383,1039,583,288,192
"양천구","신정6동",등록외국인,1,-,1,-,-,1,-,1,-,-
"양천구","신정7동",계,2108,1582,1071,684,432,2107,1598,1101,670,436
"양천구","신정7동",한국인,2098,1576,1067,684,432,2097,1592,1098,670,436
"양천구","신정7동",등록외국인,10,6,4,-,-,10,6,3,-,-
"강서구","소계",계,39870,28802,20337,12752,6713,40117,29399,20795,12744,6915
"강서구","소계",한국인,39667,28712,20296,12736,6708,39911,29313,20757,12729,6910
"강서구","소계",등록외국인,203,90,41,16,5,206,86,38,15,5
"강서구","염창동",계,2158,1441,942,536,299,2194,1478,961,526,309
"강서구","염창동",한국인,2157,1440,942,536,299,2194,1477,961,526,309
"강서구","염창동",등록외국인,1,1,-,-,-,-,1,-,-,-
"강서구","등촌1동",계,1243,813,586,439,312,1262,824,601,422,306
"강서구","등촌1동",한국인,1238,810,584,439,312,1257,822,599,422,306
"강서구","등촌1동",등록외국인,5,3,2,-,-,5,2,2,-,-
"강서구","등촌2동",계,1451,1067,712,398,188,1451,1088,719,398,185
"강서구","등촌2동",한국인,1445,1062,711,398,188,1445,1083,719,398,185
"강서구","등촌2동",등록외국인,6,5,1,-,-,6,5,-,-,-
"강서구","등촌3동",계,2837,2025,1348,981,652,2831,2064,1378,957,670
"강서구","등촌3동",한국인,2831,2022,1347,981,651,2824,2062,1377,957,669
"강서구","등촌3동",등록외국인,6,3,1,-,1,7,2,1,-,1
"강서구","화곡1동",계,3698,2643,1933,1203,540,3727,2700,1976,1194,548
"강서구","화곡1동",한국인,3657,2627,1929,1200,540,3687,2686,1972,1192,548
"강서구","화곡1동",등록외국인,41,16,4,3,-,40,14,4,2,-
"강서구","화곡2동",계,1221,864,669,416,184,1249,879,676,417,182
"강서구","화곡2동",한국인,1209,862,667,413,184,1238,877,674,414,182
"강서구","화곡2동",등록외국인,12,2,2,3,-,11,2,2,3,-
"강서구","화곡3동",계,1775,1319,947,574,253,1772,1338,960,569,267
"강서구","화곡3동",한국인,1769,1318,946,573,253,1766,1337,959,568,267
"강서구","화곡3동",등록외국인,6,1,1,1,-,6,1,1,1,-
"강서구","화곡4동",계,1630,1206,890,547,276,1647,1217,916,545,277
"강서구","화곡4동",한국인,1615,1198,889,546,276,1631,1209,915,544,277
"강서구","화곡4동",등록외국인,15,8,1,1,-,16,8,1,1,-
"강서구","화곡본동",계,2206,1576,1092,696,292,2244,1626,1093,705,293
"강서구","화곡본동",한국인,2193,1573,1088,695,292,2229,1624,1089,704,293
"강서구","화곡본동",등록외국인,13,3,4,1,-,15,2,4,1,-
"강서구","화곡6동",계,1875,1302,870,473,252,1873,1342,881,466,257
"강서구","화곡6동",한국인,1865,1300,867,473,251,1862,1340,879,466,256
"강서구","화곡6동",등록외국인,10,2,3,-,1,11,2,2,-,1
"강서구","화곡8동",계,1787,1352,1021,671,285,1817,1366,1045,668,294
"강서구","화곡8동",한국인,1760,1338,1015,670,284,1790,1353,1039,667,293
"강서구","화곡8동",등록외국인,27,14,6,1,1,27,13,6,1,1
"강서구","가양1동",계,1741,1038,594,371,225,1766,1049,606,364,225
"강서구","가양1동",한국인,1735,1038,594,371,224,1758,1049,606,364,224
"강서구","가양1동",등록외국인,6,-,-,-,1,8,-,-,-,1
"강서구","가양2동",계,1640,1304,852,545,364,1646,1322,875,544,369
"강서구","가양2동",한국인,1640,1304,852,545,364,1646,1322,875,544,369
"강서구","가양2동",등록외국인,-,-,-,-,-,-,-,-,-,-
"강서구","가양3동",계,1342,1101,776,530,287,1319,1116,782,528,293
"강서구","가양3동",한국인,1339,1098,774,530,287,1316,1113,780,528,293
"강서구","가양3동",등록외국인,3,3,2,-,-,3,3,2,-,-
"강서구","발산1동",계,2118,1481,1173,714,367,2117,1501,1190,706,369
"강서구","발산1동",한국인,2115,1479,1172,714,367,2115,1499,1189,706,369
"강서구","발산1동",등록외국인,3,2,1,-,-,2,2,1,-,-
"강서구","우장산동",계,2635,1989,1441,769,346,2614,2026,1468,763,358
"강서구","우장산동",한국인,2628,1981,1439,768,346,2605,2018,1466,762,358
"강서구","우장산동",등록외국인,7,8,2,1,-,9,8,2,1,-
"강서구","공항동",계,1732,1268,847,582,278,1723,1284,863,571,282
"강서구","공항동",한국인,1713,1263,842,580,278,1705,1279,858,569,282
"강서구","공항동",등록외국인,19,5,5,2,-,18,5,5,2,-
"강서구","방화1동",계,2766,1989,1410,784,448,2866,2073,1539,892,558
"강서구","방화1동",한국인,2759,1984,1410,783,447,2861,2066,1539,891,557
"강서구","방화1동",등록외국인,7,5,-,1,1,5,7,-,1,1
"강서구","방화2동",계,1992,1439,1076,761,400,1986,1476,1075,768,410
"강서구","방화2동",한국인,1982,1431,1070,761,400,1975,1468,1070,768,410
"강서구","방화2동",등록외국인,10,8,6,-,-,11,8,5,-,-
"강서구","방화3동",계,2023,1585,1158,762,465,2013,1630,1191,741,463
"강서구","방화3동",한국인,2017,1584,1158,760,465,2007,1629,1191,739,463
"강서구","방화3동",등록외국인,6,1,-,2,-,6,1,-,2,-
"구로구","소계",계,30247,22397,16433,10762,5336,30363,22709,16696,10736,5414
"구로구","소계",한국인,28846,21834,16293,10721,5303,28974,22163,16557,10696,5381
"구로구","소계",등록외국인,1401,563,140,41,33,1389,546,139,40,33
"구로구","신도림동",계,2009,1533,1082,583,340,2001,1588,1091,589,341
"구로구","신도림동",한국인,2000,1529,1080,582,336,1992,1584,1089,588,337
"구로구","신도림동",등록외국인,9,4,2,1,4,9,4,2,1,4
"구로구","구로1동",계,1435,899,522,314,171,1443,926,516,319,176
"구로구","구로1동",한국인,1424,899,520,314,171,1433,926,514,319,176
"구로구","구로1동",등록외국인,11,-,2,-,-,10,-,2,-,-
"구로구","구로2동",계,2413,1683,1301,934,443,2446,1711,1304,927,442
"구로구","구로2동",한국인,2000,1526,1262,927,431,2035,1554,1263,920,430
"구로구","구로2동",등록외국인,413,157,39,7,12,411,157,41,7,12
"구로구","구로3동",계,1400,1047,796,516,267,1408,1050,823,511,270
"구로구","구로3동",한국인,1311,1004,792,515,264,1319,1010,819,510,267
"구로구","구로3동",등록외국인,89,43,4,1,3,89,40,4,1,3
"구로구","구로4동",계,1831,1319,1036,741,417,1856,1332,1048,738,421
"구로구","구로4동",한국인,1535,1214,1016,734,413,1558,1229,1028,731,417
"구로구","구로4동",등록외국인,296,105,20,7,4,298,103,20,7,4
"구로구","구로5동",계,2059,1498,1124,742,360,2084,1485,1157,732,372
"구로구","구로5동",한국인,1901,1419,1109,733,359,1927,1410,1143,723,371
"구로구","구로5동",등록외국인,158,79,15,9,1,157,75,14,9,1
"구로구","가리봉동",계,954,596,411,249,167,952,597,411,255,164
"구로구","가리봉동",한국인,762,520,389,241,160,763,524,390,247,157
"구로구","가리봉동",등록외국인,192,76,22,8,7,189,73,21,8,7
"구로구","고척1동",계,1825,1443,984,630,299,1846,1452,1010,627,300
"구로구","고척1동",한국인,1814,1435,983,630,299,1834,1445,1009,627,300
"구로구","고척1동",등록외국인,11,8,1,-,-,12,7,1,-,-
"구로구","고척2동",계,2131,1568,1184,844,414,2149,1584,1215,843,405
"구로구","고척2동",한국인,2098,1557,1181,843,413,2118,1573,1212,843,404
"구로구","고척2동",등록외국인,33,11,3,1,1,31,11,3,-,1
"구로구","개봉1동",계,2721,2029,1480,957,445,2736,2058,1500,961,468
"구로구","개봉1동",한국인,2682,2003,1472,956,445,2699,2034,1492,960,468
"구로구","개봉1동",등록외국인,39,26,8,1,-,37,24,8,1,-
"구로구","개봉2동",계,2597,2062,1534,926,432,2574,2100,1572,927,439
"구로구","개봉2동",한국인,2571,2052,1530,925,432,2548,2089,1568,926,439
"구로구","개봉2동",등록외국인,26,10,4,1,-,26,11,4,1,-
"구로구","개봉3동",계,1768,1363,963,625,294,1745,1376,974,609,305
"구로구","개봉3동",한국인,1736,1353,960,625,294,1716,1368,971,609,305
"구로구","개봉3동",등록외국인,32,10,3,-,-,29,8,3,-,-
"구로구","오류1동",계,1561,1207,898,635,334,1574,1200,923,630,344
"구로구","오류1동",한국인,1526,1198,897,634,333,1539,1191,922,629,343
"구로구","오류1동",등록외국인,35,9,1,1,1,35,9,1,1,1
"구로구","오류2동",계,2722,2092,1701,1186,536,2735,2146,1724,1166,542
"구로구","오류2동",한국인,2686,2075,1691,1184,536,2699,2130,1714,1164,542
"구로구","오류2동",등록외국인,36,17,10,2,-,36,16,10,2,-
"구로구","수궁동",계,1960,1416,1018,689,307,1943,1464,1029,705,309
"구로구","수궁동",한국인,1947,1408,1015,687,307,1931,1456,1027,703,309
"구로구","수궁동",등록외국인,13,8,3,2,-,12,8,2,2,-
"구로구","항동",계,861,642,399,191,110,871,640,399,197,116
"구로구","항동",한국인,853,642,396,191,110,863,640,396,197,116
"구로구","항동",등록외국인,8,-,3,-,-,8,-,3,-,-
"금천구","소계",계,18268,12401,9044,6168,2989,18418,12634,9176,6131,3038
"금천구","소계",한국인,17572,12119,8961,6148,2974,17734,12357,9093,6110,3023
"금천구","소계",등록외국인,696,282,83,20,15,684,277,83,21,15
"금천구","가산동",계,1340,820,630,363,196,1342,838,642,363,199
"금천구","가산동",한국인,1227,788,613,359,193,1228,807,626,359,196
"금천구","가산동",등록외국인,113,32,17,4,3,114,31,16,4,3
"금천구","독산1동",계,2766,1792,1289,935,424,2819,1822,1306,932,427
"금천구","독산1동",한국인,2690,1759,1281,931,423,2744,1791,1297,928,426
"금천구","독산1동",등록외국인,76,33,8,4,1,75,31,9,4,1
"금천구","독산2동",계,1656,1114,754,503,228,1671,1144,769,495,224
"금천구","독산2동",한국인,1594,1092,745,500,227,1612,1122,760,492,223
"금천구","독산2동",등록외국인,62,22,9,3,1,59,22,9,3,1
"금천구","독산3동",계,2270,1475,1004,674,338,2303,1484,1019,670,363
"금천구","독산3동",한국인,2096,1396,983,669,331,2137,1406,998,665,356
"금천구","독산3동",등록외국인,174,79,21,5,7,166,78,21,5,7
"금천구","독산4동",계,1358,913,658,419,167,1370,924,679,417,172
"금천구","독산4동",한국인,1287,888,644,416,167,1296,898,665,414,172
"금천구","독산4동",등록외국인,71,25,14,3,-,74,26,14,3,-
"금천구","시흥1동",계,2582,1832,1406,974,468,2604,1873,1408,981,473
"금천구","시흥1동",한국인,2472,1782,1401,974,467,2494,1824,1403,980,472
"금천구","시흥1동",등록외국인,110,50,5,-,1,110,49,5,1,1
"금천구","시흥2동",계,1811,1175,912,629,335,1806,1225,918,618,348
"금천구","시흥2동",한국인,1808,1174,912,628,335,1803,1224,918,617,348
"금천구","시흥2동",등록외국인,3,1,-,1,-,3,1,-,1,-
"금천구","시흥3동",계,1008,741,490,339,164,1019,742,497,346,155
"금천구","시흥3동",한국인,994,739,489,339,164,1005,740,496,346,155
"금천구","시흥3동",등록외국인,14,2,1,-,-,14,2,1,-,-
"금천구","시흥4동",계,1852,1328,919,619,310,1869,1364,939,601,312
"금천구","시흥4동",한국인,1812,1303,913,619,310,1831,1339,933,601,312
"금천구","시흥4동",등록외국인,40,25,6,-,-,38,25,6,-,-
"금천구","시흥5동",계,1625,1211,982,713,359,1615,1218,999,708,365
"금천구","시흥5동",한국인,1592,1198,980,713,357,1584,1206,997,708,363
"금천구","시흥5동",등록외국인,33,13,2,-,2,31,12,2,-,2
"영등포구","소계",계,25079,17730,13332,9336,5168,25239,17937,13524,9264,5205
"영등포구","소계",한국인,23688,17196,13194,9295,5129,23858,17413,13388,9225,5165
"영등포구","소계",등록외국인,1391,534,138,41,39,1381,524,136,39,40
"영등포구","영등포본동",계,1775,1238,877,628,308,1774,1258,894,610,320
"영등포구","영등포본동",한국인,1642,1181,871,625,305,1643,1207,889,607,316
"영등포구","영등포본동",등록외국인,133,57,6,3,3,131,51,5,3,4
"영등포구","영등포동",계,1424,986,635,451,224,1441,1004,638,446,220
"영등포구","영등포동",한국인,1403,969,622,449,223,1418,988,627,444,219
"영등포구","영등포동",등록외국인,21,17,13,2,1,23,16,11,2,1
"영등포구","여의동",계,2110,1580,1306,970,695,2120,1614,1301,972,687
"영등포구","여의동",한국인,2094,1572,1301,967,694,2104,1607,1296,970,686
"영등포구","여의동",등록외국인,16,8,5,3,1,16,7,5,2,1
"영등포구","당산1동",계,1307,968,698,486,275,1313,939,722,491,266
"영등포구","당산1동",한국인,1295,957,693,485,273,1302,928,717,490,264
"영등포구","당산1동",등록외국인,12,11,5,1,2,11,11,5,1,2
"영등포구","당산2동",계,1842,1355,986,651,385,1853,1362,1009,644,390
"영등포구","당산2동",한국인,1832,1349,982,650,384,1842,1356,1005,643,389
"영등포구","당산2동",등록외국인,10,6,4,1,1,11,6,4,1,1
"영등포구","도림동",계,1386,936,715,506,282,1402,944,717,515,283
"영등포구","도림동",한국인,1239,885,707,503,277,1255,895,707,512,278
"영등포구","도림동",등록외국인,147,51,8,3,5,147,49,10,3,5
"영등포구","문래동",계,1633,1312,1014,693,387,1635,1327,1003,691,405
"영등포구","문래동",한국인,1627,1307,1011,692,384,1629,1322,1000,690,402
"영등포구","문래동",등록외국인,6,5,3,1,3,6,5,3,1,3
"영등포구","양평1동",계,842,644,504,381,206,860,644,514,375,208
"영등포구","양평1동",한국인,835,640,500,379,205,853,638,510,373,207
"영등포구","양평1동",등록외국인,7,4,4,2,1,7,6,4,2,1
"영등포구","양평2동",계,1151,726,549,388,217,1156,750,562,383,217
"영등포구","양평2동",한국인,1143,724,546,388,216,1148,747,559,383,216
"영등포구","양평2동",등록외국인,8,2,3,-,1,8,3,3,-,1
"영등포구","신길1동",계,1390,942,764,551,304,1412,935,779,546,312
"영등포구","신길1동",한국인,1301,911,752,550,302,1325,902,767,545,310
"영등포구","신길1동",등록외국인,89,31,12,1,2,87,33,12,1,2
"영등포구","신길3동",계,1357,913,670,510,235,1351,940,685,503,233
"영등포구","신길3동",한국인,1289,895,668,507,232,1282,922,683,500,230
"영등포구","신길3동",등록외국인,68,18,2,3,3,69,18,2,3,3
"영등포구","신길4동",계,1005,683,513,348,185,1030,694,522,340,185
"영등포구","신길4동",한국인,965,662,510,344,183,992,672,519,336,183
"영등포구","신길4동",등록외국인,40,21,3,4,2,38,22,3,4,2
"영등포구","신길5동",계,885,613,433,292,144,873,630,438,295,153
"영등포구","신길5동",한국인,803,596,426,291,140,792,613,431,294,149
"영등포구","신길5동",등록외국인,82,17,7,1,4,81,17,7,1,4
"영등포구","신길6동",계,1318,941,692,450,275,1316,959,704,445,280
"영등포구","신길6동",한국인,1278,923,685,448,272,1274,942,697,443,277
"영등포구","신길6동",등록외국인,40,18,7,2,3,42,17,7,2,3
"영등포구","신길7동",계,1099,741,531,377,187,1108,756,546,376,187
"영등포구","신길7동",한국인,1085,738,531,375,186,1096,753,546,374,186
"영등포구","신길7동",등록외국인,14,3,-,2,1,12,3,-,2,1
"영등포구","대림1동",계,1218,967,739,511,253,1247,959,762,500,255
"영등포구","대림1동",한국인,1068,908,721,510,253,1096,903,744,499,255
"영등포구","대림1동",등록외국인,150,59,18,1,-,151,56,18,1,-
"영등포구","대림2동",계,1220,825,725,484,228,1246,832,730,469,232
"영등포구","대림2동",한국인,878,700,700,477,224,904,708,705,462,228
"영등포구","대림2동",등록외국인,342,125,25,7,4,342,124,25,7,4
"영등포구","대림3동",계,2117,1360,981,659,378,2102,1390,998,663,372
"영등포구","대림3동",한국인,1911,1279,968,655,376,1903,1310,986,660,370
"영등포구","대림3동",등록외국인,206,81,13,4,2,199,80,12,3,2
"동작구","소계",계,24947,18282,14499,10190,5354,25025,18565,14601,10083,5421
"동작구","소계",한국인,24626,18163,14471,10175,5342,24712,18445,14575,10068,5409
"동작구","소계",등록외국인,321,119,28,15,12,313,120,26,15,12
"동작구","노량진1동",계,2188,1601,1215,895,526,2187,1631,1202,891,536
"동작구","노량진1동",한국인,2173,1596,1213,895,526,2173,1626,1200,891,536
"동작구","노량진1동",등록외국인,15,5,2,-,-,14,5,2,-,-
"동작구","노량진2동",계,657,454,343,229,134,657,456,337,225,123
"동작구","노량진2동",한국인,627,451,341,228,132,628,453,335,224,121
"동작구","노량진2동",등록외국인,30,3,2,1,2,29,3,2,1,2
"동작구","상도1동",계,2770,1928,1596,1110,637,2774,1974,1604,1103,649
"동작구","상도1동",한국인,2759,1925,1594,1107,636,2763,1971,1602,1100,648
"동작구","상도1동",등록외국인,11,3,2,3,1,11,3,2,3,1
"동작구","상도2동",계,1646,1202,894,648,378,1657,1227,905,628,380
"동작구","상도2동",한국인,1637,1197,893,645,378,1650,1222,904,625,380
"동작구","상도2동",등록외국인,9,5,1,3,-,7,5,1,3,-
"동작구","상도3동",계,1714,1228,1042,773,384,1723,1249,1063,760,400
"동작구","상도3동",한국인,1706,1215,1042,773,384,1714,1237,1063,760,400
"동작구","상도3동",등록외국인,8,13,-,-,-,9,12,-,-,-
"동작구","상도4동",계,2087,1493,1202,813,412,2124,1508,1208,820,413
"동작구","상도4동",한국인,2066,1486,1200,812,411,2104,1501,1206,819,412
"동작구","상도4동",등록외국인,21,7,2,1,1,20,7,2,1,1
"동작구","흑석동",계,1860,1285,1011,801,459,1861,1329,1032,783,464
"동작구","흑석동",한국인,1855,1281,1010,799,458,1856,1325,1031,781,463
"동작구","흑석동",등록외국인,5,4,1,2,1,5,4,1,2,1
"동작구","사당1동",계,1472,1107,851,554,233,1475,1119,873,553,243
"동작구","사당1동",한국인,1452,1102,849,553,232,1456,1114,872,552,242
"동작구","사당1동",등록외국인,20,5,2,1,1,19,5,1,1,1
"동작구","사당2동",계,2048,1582,1328,904,423,2032,1620,1321,897,423
"동작구","사당2동",한국인,2032,1577,1327,904,422,2016,1615,1320,897,422
"동작구","사당2동",등록외국인,16,5,1,-,1,16,5,1,-,1
"동작구","사당3동",계,1726,1332,1075,686,315,1721,1351,1092,671,317
"동작구","사당3동",한국인,1722,1332,1074,686,314,1717,1351,1091,671,316
"동작구","사당3동",등록외국인,4,-,1,-,1,4,-,1,-,1
"동작구","사당4동",계,1031,767,659,435,208,1035,779,667,427,213
"동작구","사당4동",한국인,1025,761,659,435,208,1029,773,667,427,213
"동작구","사당4동",등록외국인,6,6,-,-,-,6,6,-,-,-
"동작구","사당5동",계,913,678,526,361,157,913,689,525,357,162
"동작구","사당5동",한국인,911,676,526,361,157,911,687,525,357,162
"동작구","사당5동",등록외국인,2,2,-,-,-,2,2,-,-,-
"동작구","대방동",계,1917,1527,1158,809,449,1931,1542,1161,793,444
"동작구","대방동",한국인,1905,1526,1158,809,448,1919,1541,1161,793,443
"동작구","대방동",등록외국인,12,1,-,-,1,12,1,-,-,1
"동작구","신대방1동",계,1703,1189,834,611,328,1717,1195,832,617,335
"동작구","신대방1동",한국인,1554,1134,821,607,325,1571,1139,820,613,332
"동작구","신대방1동",등록외국인,149,55,13,4,3,146,56,12,4,3
"동작구","신대방2동",계,1215,909,765,561,311,1218,896,779,558,319
"동작구","신대방2동",한국인,1202,904,764,561,311,1205,890,778,558,319
"동작구","신대방2동",등록외국인,13,5,1,-,-,13,6,1,-,-
"관악구","소계",계,30032,22871,18014,12846,6083,30231,23150,18323,12737,6201
"관악구","소계",한국인,29501,22659,17953,12825,6068,29697,22939,18262,12716,6186
"관악구","소계",등록외국인,531,212,61,21,15,534,211,61,21,15
"관악구","보라매동",계,1701,1256,1039,740,354,1686,1258,1056,734,355
"관악구","보라매동",한국인,1680,1244,1035,739,353,1666,1247,1052,733,354
"관악구","보라매동",등록외국인,21,12,4,1,1,20,11,4,1,1
"관악구","청림동",계,1015,740,561,447,259,1001,750,574,447,261
"관악구","청림동",한국인,1012,738,561,447,259,997,748,574,447,261
"관악구","청림동",등록외국인,3,2,-,-,-,4,2,-,-,-
"관악구","성현동",계,1995,1554,1232,925,452,2027,1566,1263,897,462
"관악구","성현동",한국인,1989,1553,1228,924,452,2021,1565,1259,896,462
"관악구","성현동",등록외국인,6,1,4,1,-,6,1,4,1,-
"관악구","행운동",계,1517,1232,1040,691,307,1511,1255,1043,691,314
"관악구","행운동",한국인,1504,1224,1038,691,306,1499,1247,1040,691,313
"관악구","행운동",등록외국인,13,8,2,-,1,12,8,3,-,1
"관악구","낙성대동",계,690,520,423,346,174,683,532,430,338,182
"관악구","낙성대동",한국인,681,520,422,345,173,674,532,429,337,181
"관악구","낙성대동",등록외국인,9,-,1,1,1,9,-,1,1,1
"관악구","청룡동",계,1726,1289,1113,727,319,1746,1312,1126,736,325
"관악구","청룡동",한국인,1679,1271,1106,725,319,1698,1295,1119,734,325
"관악구","청룡동",등록외국인,47,18,7,2,-,48,17,7,2,-
"관악구","은천동",계,2116,1723,1331,950,436,2144,1709,1381,935,441
"관악구","은천동",한국인,2090,1711,1325,949,435,2116,1696,1375,934,440
"관악구","은천동",등록외국인,26,12,6,1,1,28,13,6,1,1
"관악구","중앙동",계,818,635,519,405,199,809,649,534,395,200
"관악구","중앙동",한국인,811,630,518,405,198,801,644,533,395,199
"관악구","중앙동",등록외국인,7,5,1,-,1,8,5,1,-,1
"관악구","인헌동",계,1433,1217,889,646,312,1451,1220,922,634,320
"관악구","인헌동",한국인,1426,1214,886,645,311,1443,1217,919,633,319
"관악구","인헌동",등록외국인,7,3,3,1,1,8,3,3,1,1
"관악구","남현동",계,1123,819,652,451,198,1134,828,664,446,198
"관악구","남현동",한국인,1120,813,651,451,198,1132,822,663,446,198
"관악구","남현동",등록외국인,3,6,1,-,-,2,6,1,-,-
"관악구","서원동",계,1243,935,716,557,251,1255,949,719,541,260
"관악구","서원동",한국인,1221,931,716,557,249,1235,945,719,541,258
"관악구","서원동",등록외국인,22,4,-,-,2,20,4,-,-,2
"관악구","신원동",계,1142,878,717,576,255,1150,892,728,577,262
"관악구","신원동",한국인,1097,866,715,576,255,1104,880,726,577,262
"관악구","신원동",등록외국인,45,12,2,-,-,46,12,2,-,-
"관악구","서림동",계,1349,1102,748,558,285,1371,1129,744,575,273
"관악구","서림동",한국인,1344,1098,746,558,285,1365,1126,742,575,273
"관악구","서림동",등록외국인,5,4,2,-,-,6,3,2,-,-
"관악구","신사동",계,1389,1034,780,600,255,1404,1046,797,598,257
"관악구","신사동",한국인,1259,980,770,597,254,1275,993,787,595,256
"관악구","신사동",등록외국인,130,54,10,3,1,129,53,10,3,1
"관악구","신림동",계,727,512,446,311,139,719,528,462,298,145
"관악구","신림동",한국인,702,503,443,308,138,695,519,459,295,144
"관악구","신림동",등록외국인,25,9,3,3,1,24,9,3,3,1
"관악구","난향동",계,1082,811,630,432,191,1109,830,641,425,197
"관악구","난향동",한국인,1077,810,630,432,191,1104,829,641,425,197
"관악구","난향동",등록외국인,5,1,-,-,-,5,1,-,-,-
"관악구","조원동",계,1280,908,663,453,208,1295,918,672,447,214
"관악구","조원동",한국인,1190,873,654,448,206,1204,882,663,442,212
"관악구","조원동",등록외국인,90,35,9,5,2,91,36,9,5,2
"관악구","대학동",계,1205,850,685,480,253,1210,869,688,481,256
"관악구","대학동",한국인,1198,848,683,479,253,1203,867,687,480,256
"관악구","대학동",등록외국인,7,2,2,1,-,7,2,1,1,-
"관악구","삼성동",계,2022,1491,1225,848,447,2045,1508,1231,836,461
"관악구","삼성동",한국인,2013,1489,1224,848,447,2034,1506,1230,836,461
"관악구","삼성동",등록외국인,9,2,1,-,-,11,2,1,-,-
"관악구","미성동",계,2383,1805,1346,871,387,2401,1824,1360,887,399
"관악구","미성동",한국인,2358,1794,1345,870,386,2375,1812,1359,886,398
"관악구","미성동",등록외국인,25,11,1,1,1,26,12,1,1,1
"관악구","난곡동",계,2076,1560,1259,832,402,2080,1578,1288,819,419
"관악구","난곡동",한국인,2050,1549,1257,831,400,2056,1567,1286,818,417
"관악구","난곡동",등록외국인,26,11,2,1,2,24,11,2,1,2
"서초구","소계",계,23716,18110,13991,8958,4532,23848,18537,14089,9002,4598
"서초구","소계",한국인,23637,18071,13974,8951,4525,23772,18498,14072,8995,4591
"서초구","소계",등록외국인,79,39,17,7,7,76,39,17,7,7
"서초구","서초1동",계,1127,911,694,447,226,1117,933,701,444,234
"서초구","서초1동",한국인,1124,910,694,444,226,1113,931,701,441,234
"서초구","서초1동",등록외국인,3,1,-,3,-,4,2,-,3,-
"서초구","서초2동",계,1077,865,676,450,189,1076,888,665,468,189
"서초구","서초2동",한국인,1075,863,676,450,188,1073,885,664,468,188
"서초구","서초2동",등록외국인,2,2,-,-,1,3,3,1,-,1
"서초구","서초3동",계,1812,1371,1154,757,376,1838,1374,1155,748,388
"서초구","서초3동",한국인,1802,1367,1152,756,376,1829,1370,1153,747,388
"서초구","서초3동",등록외국인,10,4,2,1,-,9,4,2,1,-
"서초구","서초4동",계,1498,1185,941,658,331,1502,1223,952,651,335
"서초구","서초4동",한국인,1498,1184,941,658,331,1501,1222,952,651,335
"서초구","서초4동",등록외국인,-,1,-,-,-,1,1,-,-,-
"서초구","잠원동",계,1787,1256,882,538,314,1844,1326,912,553,317
"서초구","잠원동",한국인,1783,1253,882,538,314,1839,1323,912,553,317
"서초구","잠원동",등록외국인,4,3,-,-,-,5,3,-,-,-
"서초구","반포본동",계,14,11,10,2,3,14,11,10,2,2
"서초구","반포본동",한국인,14,11,10,2,3,14,11,10,2,2
"서초구","반포본동",등록외국인,-,-,-,-,-,-,-,-,-,-
"서초구","반포1동",계,1477,1171,907,563,244,1456,1193,915,556,251
"서초구","반포1동",한국인,1476,1170,905,563,242,1454,1192,913,556,249
"서초구","반포1동",등록외국인,1,1,2,-,2,2,1,2,-,2
"서초구","반포2동",계,1208,953,844,539,262,1208,970,846,552,254
"서초구","반포2동",한국인,1204,952,844,539,262,1205,970,846,552,254
"서초구","반포2동",등록외국인,4,1,-,-,-,3,-,-,-,-
"서초구","반포3동",계,1160,884,702,460,255,1178,900,683,467,262
"서초구","반포3동",한국인,1157,880,702,460,255,1176,895,683,467,262
"서초구","반포3동",등록외국인,3,4,-,-,-,2,5,-,-,-
"서초구","반포4동",계,1149,895,603,377,197,1142,917,597,378,195
"서초구","반포4동",한국인,1142,888,599,377,197,1135,910,595,378,195
"서초구","반포4동",등록외국인,7,7,4,-,-,7,7,2,-,-
"서초구","방배본동",계,1165,830,652,471,295,1167,840,657,469,293
"서초구","방배본동",한국인,1159,828,651,470,295,1161,839,656,468,293
"서초구","방배본동",등록외국인,6,2,1,1,-,6,1,1,1,-
"서초구","방배1동",계,1048,848,686,475,218,1049,861,687,472,226
